Title,Year,Authors,Venue,PublicationType,JournalTier,Field,StudyType,DataType,DLW_Related,DLW_Signal,DataProvided,CodeProvided,ReplicationPackage,DOI,URL,OpenAlexID,SearchTerm
Cyclicality of Markup and Markdown: Evidence from Korean Firm Data,2023,Minki Hong,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4646533,http://dx.doi.org/10.2139/ssrn.4646533,https://openalex.org/W4389090235,markup
ICL Markup: Structuring In-Context Learning using Soft-Token Tags,2023,Marc-Etienne Brunet; Ashton Anderson; Richard S. Zemel,arXiv (Cornell University),Preprint,WorkingPaper/Preprint,Other,Method,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.48550/arxiv.2312.07405,http://arxiv.org/abs/2312.07405,https://openalex.org/W4389712739,markup
Incorporating Theory-Consistent Endogenous Markups into Applied General-Equilibrium Models,2023,James R. Markusen,,Working paper/report,WorkingPaper/Preprint,Other,Empirical,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w31181,https://doi.org/10.3386/w31181,https://openalex.org/W4367674484,markup
One Simple Trick™ to create inline bibliography entries with Markdown and pandoc,2023,Andrew Heiss,,Preprint,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.59350/6gnkf-69n26,https://doi.org/10.59350/6gnkf-69n26,https://openalex.org/W4387850478,markdown
The OGC Training Data Markup Language for Artificial Intelligence (TrainingDML-AI) Standard,2023,Peng Yue; Boyi Shangguan; Danielle Ziébelin,,Preprint,WorkingPaper/Preprint,Other,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.5194/egusphere-egu23-16998,https://doi.org/10.5194/egusphere-egu23-16998,https://openalex.org/W4322020125,markup
Markups for Consumers,2021,Bernhard Ganglmair; Alexander Kann; Ilona Tsanko,Jahrbücher für Nationalökonomie und Statistik,Preprint,WorkingPaper/Preprint,Other,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1515/jbnst-2020-0059,https://doi.org/10.1515/jbnst-2020-0059,https://openalex.org/W3121447509,markup
Markups in Canada: Have They Changed and Why?,2021,Danny Leung,Econstor (Econstor),Preprint,WorkingPaper/Preprint,Other,Empirical,Industry-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.34989/swp-2008-7,http://hdl.handle.net/10419/53843,https://openalex.org/W2248686595,markup
From Staggered to Strategic: Firm-Level Markups and the Microfoundations of Monetary Transmission,2025,Utsav Bahl,,dissertation,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.36934/tr2025_129,https://doi.org/10.36934/tr2025_129,https://openalex.org/W4410994781,markup
"Replication package for ""Unpacking Rising Inequality: The Roles of Markups, Taxes, and Asset Prices""",2025,Stéphane Auray; Aurélien Eyquem; Ignacio Flores; Jonathan Goupille-Lebret,Zenodo (CERN European Organization for Nuclear Research),dataset,Other,Industrial organization,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.5281/zenodo.18037646,https://doi.org/10.5281/zenodo.18037646,https://openalex.org/W7120169153,markup
"Replication package for ""Unpacking Rising Inequality: The Roles of Markups, Taxes, and Asset Prices""",2025,Stéphane Auray; Aurélien Eyquem; Ignacio Flores; Jonathan Goupille-Lebret,Zenodo (CERN European Organization for Nuclear Research),dataset,Other,Industrial organization,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.5281/zenodo.18037645,https://doi.org/10.5281/zenodo.18037645,https://openalex.org/W7119787725,markup
The Effect of the Environmental Protection Tax Law on Firms' Markup,2025,"Tu, Yuanfen; Ye, Daocun; Xia, Siwen",Mendeley Data,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/txtf28gpws.1,https://doi.org/10.17632/txtf28gpws.1,https://openalex.org/W7106836823,markup
The Effect of the Environmental Protection Tax Law on Firms' Markup,2025,"Tu, Yuanfen; Ye, Daocun; Xia, Siwen",Mendeley Data,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/txtf28gpws,https://doi.org/10.17632/txtf28gpws,https://openalex.org/W7106796591,markup
The Effect of the Environmental Protection Tax Law on Firms' Markup,2025,"Tu, Yuanfen; Ye, Daocun; Xia, Siwen",Mendeley Data,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/txtf28gpws.2,https://doi.org/10.17632/txtf28gpws.2,https://openalex.org/W7115898699,markup
The Effect of the Environmental Protection Tax Law on Firms' Markup,2025,"Tu, Yuanfen; Ye, Daocun; Xia, Siwen",Mendeley Data,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/p5w2wpxdsk,https://doi.org/10.17632/p5w2wpxdsk,https://openalex.org/W7115920656,markup
The Effect of the Environmental Protection Tax Law on Firms' Markup,2025,"Tu, Yuanfen; Ye, Daocun; Xia, Siwen",Mendeley Data,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/p5w2wpxdsk.1,https://doi.org/10.17632/p5w2wpxdsk.1,https://openalex.org/W7115927319,markup
Hospitals’ Drug Price Markups Incentivize Consolidation And Reduce Funding For Pharmaceutical Innovation,2024,James C. Robinson,Forefront Group,dataset,Other,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1377/forefront.20240304.346242,https://doi.org/10.1377/forefront.20240304.346242,https://openalex.org/W4392500034,markup
Corrigendum to “The impact of export VAT rebate on firm-product markups: Evidence from Chinese industrial enterprises” [Econ. Model. 119 (2023) 106–143],2023,Churen Sun; Han Wu,Economic Modelling,erratum,Other,Industrial organization,Empirical,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1016/j.econmod.2023.106263,https://doi.org/10.1016/j.econmod.2023.106263,https://openalex.org/W4353109108,markup
"Replication Data for: ""The Importance of Entry in the Business Cycle: What Are the Roles of Markups, Adjustment Costs, and Heterogeneity?""",2023,William Gamber,Harvard Dataverse,dataset,Other,Industrial organization,Empirical,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/awyap2,https://doi.org/10.7910/dvn/awyap2,https://openalex.org/W4398411021,markup
"FDI, Market Power, and Markups: Evidence from Vietnam",2022,Yue Li; Ryan Kuo; Mauricio Pinzon Latorre; Mark Albertson,"World Bank, Washington, DC eBooks",Book,Other,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1596/1813-9450-9998,https://doi.org/10.1596/1813-9450-9998,https://openalex.org/W4224053997,markup
Markups and Misallocation: Firm-Level Evidence from Australia,2022,Patrick Elkington; Patrick Elkington,,dissertation,Other,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.14264/a258eb3,https://doi.org/10.14264/a258eb3,https://openalex.org/W4312032958,markup
Optimizing Markdowns and Promotions,2022,Louis-Philippe Kerkhove,Management for professionals,Book chapter,Other,Industrial organization,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-3-031-12962-9_4,https://doi.org/10.1007/978-3-031-12962-9_4,https://openalex.org/W4312335913,markdown
Replication Data for: Climate Policy and Resource Extraction with Variable Markups and Imperfect Substitutes,2022,Malik Çürük; Suphi Şen,Wageningen University and Researchcenter Publications (Wageningen University & Research),dataset,Other,Industrial organization,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/gz7yen,https://research.wur.nl/en/datasets/replication-data-for-climate-policy-and-resource-extraction-with-,https://openalex.org/W4398575039,markup
"Replication data for: Do Export Support Programs affect Prices, Quality, Markups, and Marginal Costs? Evidence from a Natural Policy Experiment",2022,Jakob Roland Munch; Magnus Tolum Buus; Joel Rodrigue; Georg Schaur,Harvard Dataverse,dataset,Other,Industrial organization,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/g4fowa,https://doi.org/10.7910/dvn/g4fowa,https://openalex.org/W4398598084,markup
Replication Data for: Endogenous Firm Competition and the Cyclicality of Markups,2022,Luigi Caloi; Hassan Afrouzi,Harvard Dataverse,dataset,Other,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/mm6zcv,https://doi.org/10.7910/dvn/mm6zcv,https://openalex.org/W4398589178,markup
"Firm heterogeneity, variable markups, and multinational production: A review from trade policy perspective",2021,Ziran Ding,Journal of Economic Surveys,review,Other,Industrial organization,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1111/joes.12486,https://doi.org/10.1111/joes.12486,https://openalex.org/W3189831121,markup
Identification Properties for Estimating the Impact of Regulation on Markups and Productivity,2021,James Sampi; Charl Jooste; Ekaterina Vostroknutova,"World Bank, Washington, DC eBooks",Book,Other,Industrial organization,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1596/1813-9450-9523,https://doi.org/10.1596/1813-9450-9523,https://openalex.org/W3122351777,markup
"Proximity to the Frontier, Markups, and the Response of Innovation to Foreign Competition: Evidence from Matched Production-Innovation Surveys in Chile",2021,Ana Paula Cusolito; Álvaro García-Marín; William F. Maloney,"World Bank, Washington, DC eBooks",Book,Other,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1596/1813-9450-9757,https://doi.org/10.1596/1813-9450-9757,https://openalex.org/W3195109773,markup
Replication data for: Markups and Fixed Costs in Generic and Off-Patent Pharmaceutical Markets,2021,Sharat Ganapati; Rebecca McKibbin,Harvard Dataverse,dataset,Other,Industrial organization,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/v1zypy,https://doi.org/10.7910/dvn/v1zypy,https://openalex.org/W4398870555,markup
"Replication material for ""Intangibles, Markups, and the Measurement of Productivity Growth""",2021,Nicolas Crouzet,,article,Other,Industrial organization,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/vvd6r9jpxt.1,https://easy.dans.knaw.nl/ui/datasets/id/easy-dataset:224667,https://openalex.org/W3207241601,markup
"Transaction services, trade patterns, commission middlemen and markup middlemen : inframarginal models and general equilibrium analysis of the division of labor",2021,Chun Pang,OPAL (Open@LaTrobe) (La Trobe University),dissertation,Other,Industrial organization,Theory,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.26180/14875107.v1,https://doi.org/10.26180/14875107.v1,https://openalex.org/W3175464988,markup
A Sustainable Production Inventory Model for Perishable Products Under the Markdown Approach and Carbon Emission Reduction Investments,2025,Dharmesh Katariya; Kunal T. Shukla,Inventory optimization,Book chapter,Other,Applied micro,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-981-97-6765-6_8,https://doi.org/10.1007/978-981-97-6765-6_8,https://openalex.org/W4407925710,markdown
"Data and Code for: Rising Concentration of Household Shopping, Superstar Firms, and Implications for Retail Markups",2025,"Leung, Justin H.; Li, Zhonglin",ICPSR Data Holdings,dataset,Other,Applied micro,Applied micro,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3886/e211501,https://doi.org/10.3886/e211501,https://openalex.org/W7109093765,markup
"Data and Code for: Rising Concentration of Household Shopping, Superstar Firms, and Implications for Retail Markups",2025,"Leung, Justin H.; Li, Zhonglin",ICPSR Data Holdings,dataset,Other,Applied micro,Applied micro,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3886/e211501v1,https://doi.org/10.3886/e211501v1,https://openalex.org/W7109087934,markup
"Fairness, ambiguity, wage markups and disinflation costs",2025,"LUNARDELLI, ANDRE",,other,Other,International economics,Empirical,Individual/household,No,,Unknown,Unknown,Unknown,,https://openalex.org/W7111544770,https://openalex.org/W7111544770,markup
Accounting for the Effects of Fiscal Policy Shocks on Exchange Rates through Markup Dynamics,2024,Hyungsuk Lee; Junsang Lee,,article,Other,International economics,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.20955/r.106.129-45,http://dx.doi.org/10.20955/r.106.129-45,https://openalex.org/W4392874286,markup
"Abenomics, the Exchange Rate, and Markup Dynamics in Japanese Industries",2021,Kyoji Fukao; Shuichiro Nishioka,Cambridge University Press eBooks,Book chapter,Other,International economics,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1017/9781108921145.008,https://doi.org/10.1017/9781108921145.008,https://openalex.org/W3128587922,markup
"Gain without Pain? Non-Tariff Measures, Plants' Productivity and Markups",2021,Massimiliano Calì; Marco Le Moglie; Giorgio Presidente,"World Bank, Washington, DC eBooks",Book,Other,International economics,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1596/1813-9450-9654,https://doi.org/10.1596/1813-9450-9654,https://openalex.org/W3164888087,markup
"Replication Package for ""Testing the Production Approach to Markup Estimation""",2022,Devesh Raval,Zenodo (CERN European Organization for Nuclear Research),dataset,Other,Macro,Method,Firm-level,Yes,production approach; markup estimation,Unknown,Unknown,Unknown,https://doi.org/10.5281/zenodo.7473821,https://doi.org/10.5281/zenodo.7473821,https://openalex.org/W4393768268,markup
Conglomerate Charge and Merchandise Swayed Inventory Model for Fragile Vendibles Besides Advance Remittance Allied Markdown Flair Nether Preservation Technology Using Cloudy Normalized Triangular Fuzzy Number,2025,R. Saarumathi; W. Ritha,Lecture notes in networks and systems,Book chapter,Other,Macro,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-981-96-0185-1_13,https://doi.org/10.1007/978-981-96-0185-1_13,https://openalex.org/W4410961701,markdown
Heterogeneous markups cyclicality and monetary policy,2025,"Chiavari, A; Morazzoni, M; Smirnov, D",Oxford University Research Archive (ORA) (University of Oxford),other,Other,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,,https://openalex.org/W7115811798,https://openalex.org/W7115811798,markup
Inflation in the context of imported price shocks and markups,2025,Huub Meijers; Joan Muysken; Tom van Veen,Maastricht University Press eBooks,Book chapter,Other,Macro,Unknown,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.26481/mup.2501.09,https://doi.org/10.26481/mup.2501.09,https://openalex.org/W4413309804,markup
"Trade War Expectations, Product Markets, Leverage, and Markup: Evidence from a Field Experiment",2025,Fangzhou Lu; Sixuan Li,AEA Randomized Controlled Trials,dataset,Other,Macro,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1257/rct.16500,https://doi.org/10.1257/rct.16500,https://openalex.org/W4412890464,markup
"Trade War Expectations, Product Markets, Leverage, and Markup: Evidence from a Field Experiment",2025,Fangzhou Lu; Sixuan Li,AEA Randomized Controlled Trials,dataset,Other,Macro,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1257/rct.16500-1.1,https://doi.org/10.1257/rct.16500-1.1,https://openalex.org/W4413766462,markup
Are Firm Markups Boosting Inflation? A Post-Keynesian Institutionalist Approach to Markup Inflation in Select Industrialized Countries,2024,Guillermo Matamoros,,Book chapter,Other,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.4324/9781003594666-8,https://doi.org/10.4324/9781003594666-8,https://openalex.org/W4405566690,markup
"Bank Markups, Horizontalism and the Significance of Banks’ Liquidity Prefererence: an Empirical Assessment",2024,Mark Deriet; Mario Seccareccia,Edward Elgar Publishing eBooks,Book chapter,Other,Macro,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.4337/9781035314034.00020,https://doi.org/10.4337/9781035314034.00020,https://openalex.org/W4401606521,markup
Credit Expansion and Markups,2022,YiLi Chien; Hyungsuk Lee; Junsang Lee,,article,Other,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.20955/r.104.297-316,https://doi.org/10.20955/r.104.297-316,https://openalex.org/W4312750251,markup
"Replication Data for: Monetary Policy, Markup Dispersion, and Aggregate TFP",2022,Matthias Meier; Timo Reinelt,Harvard Dataverse,dataset,Other,Macro,Empirical,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.7910/dvn/5jj6oe,https://doi.org/10.7910/dvn/5jj6oe,https://openalex.org/W4398739248,markup
Dataset for IPR Protection and Markup,2026,Lihao Wang; Jiwen Chai; Song Nie; Shangrong Han,Mendeley Data,dataset,Other,Other,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/nb77vtm9m4.1,https://doi.org/10.17632/nb77vtm9m4.1,https://openalex.org/W7124292230,markup
Dataset for IPR Protection and Markup,2026,Lihao Wang; Jiwen Chai; Song Nie; Shangrong Han,Mendeley Data,dataset,Other,Other,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.17632/nb77vtm9m4,https://doi.org/10.17632/nb77vtm9m4,https://openalex.org/W7124357685,markup
JURE 2025 | From Markdown to Manuscript: APA-style Papers with Quarto,2025,Kevin M. Baumschlager; Shiva  Taghizadeh,Arabixiv (OSF Preprints),other,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,,https://osf.io/t8dez,https://openalex.org/W7112877463,markdown
"Trade War Expectations, Product Markets, Leverage, and Markup: Evidence from a Field Experiment",2025,Fangzhou Lu; Sixuan Li,AEA Randomized Controlled Trials,dataset,Other,Other,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1257/rct.16500-1.0,https://doi.org/10.1257/rct.16500-1.0,https://openalex.org/W4412890507,markup
CHAPTER ELEVEN Retail Markdown Optimization under Demand Parameter Uncertainty,2024,Andrew Vakhutinsky,University of Toronto Press eBooks,Book chapter,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3138/9781487542733-013,https://doi.org/10.3138/9781487542733-013,https://openalex.org/W4406837617,markdown
Contextual Bandits for Online Markdown Pricing for E-commerce,2024,Uma Maheswari G; Srividhya Sethuraman; Sharadha Ramanan,,article,Other,Other,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1145/3632410.3632448,https://doi.org/10.1145/3632410.3632448,https://openalex.org/W4390548178,markdown
Determining Optimal Markdown Pricing for Remaining Inventory: The Role of Customer Regret,2024,Siddhartha Sarkar; Suman Kumar; Avishek Shaw; Vivek Balaraman; P. U. Krishnanugrah,Developments in marketing science: proceedings of the Academy of Marketing Science,Book chapter,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-3-031-49039-2_6,https://doi.org/10.1007/978-3-031-49039-2_6,https://openalex.org/W4390539236,markdown
R Markdown,2024,Christine Knaevelsrud; Elise Buecklein; Hannah Klusmann; Sebastian Laufer; Annette Brose; Sarah Schumacher; Sinha Engel; Lars Schulze,Arabixiv (OSF Preprints),other,Other,Other,Empirical,Unknown,No,,Unknown,Unknown,Unknown,,https://osf.io/9x6uc,https://openalex.org/W7113493805,markdown
readMDTable: Read Markdown Tables into Tibbles,2024,Jordan Bradford,,dataset,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.32614/cran.package.readmdtable,https://doi.org/10.32614/cran.package.readmdtable,https://openalex.org/W4402562618,markdown
Casablanca (1942) and Retail Markups: Hollywood-Inspired Design and Merchandizing Strategies in the 1940s,2023,Jennifer M. Mower,Bloomsbury Fashion Business Cases,other,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.5040/9781350893085.009,http://dx.doi.org/10.5040/9781350893085.009,https://openalex.org/W4388836846,markup
"Code, Output, Markdown Files",2023,Esteban G. Ortiz; Jin Shin; Thomas Rodebaugh; Chavez Richard Rodriguez,Arabixiv (OSF Preprints),other,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,,https://osf.io/9sejc,https://openalex.org/W7113774332,markdown
"markdown, adj. &amp; n.",2023,,Oxford University Press eBooks,Book chapter,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1093/oed/5571039146,http://dx.doi.org/10.1093/oed/5571039146,https://openalex.org/W4384764359,markdown
Markups in the United States health sector are comparatively high,2023,,OECD economic surveys. United States,other,Other,Other,Unknown,Industry-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1787/8cb3731a-en,https://doi.org/10.1787/8cb3731a-en,https://openalex.org/W4400713246,markup
R Markdown File to Conduct/View Analyses,2023,Daniel Aranha Rego Cabral; Matthew W Miller,Arabixiv (OSF Preprints),other,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,,https://osf.io/ea5gd,https://openalex.org/W7111914658,markdown
Stephen Colbert at SemEval-2023 Task 5: Using Markup for Classifying Clickbait,2023,Sabrina Spreitzer; Hoai Nam Tran,,article,Other,Other,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.18653/v1/2023.semeval-1.254,http://dx.doi.org/10.18653/v1/2023.semeval-1.254,https://openalex.org/W4385570828,markup
A Study on Inventory Models for Perishable Items in a Serial Supply Chain Operating with Price Markdowns,2022,Saravanya Sankarakumaraswamy; Arshinder Kaur; Chandrasekharan Rajendran; Hans Ziegler,Asset analytics,Book chapter,Other,Other,Theory,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-981-16-5820-4_4,https://doi.org/10.1007/978-981-16-5820-4_4,https://openalex.org/W4225815163,markdown
"An EPQ Model for Imperfect Production System with Deteriorating Items, Price-Dependent Demand, Rework and Lead Time Under Markdown Policy",2022,Srabani Shee; Tripti Chakrabarti,Inventory optimization,Book chapter,Other,Other,Theory,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1007/978-981-19-6337-7_5,https://doi.org/10.1007/978-981-19-6337-7_5,https://openalex.org/W4312763859,markdown
"Data, R Script, and Markdown Files",2022,Judith Allen Hall; Jeremy C. Biesanz; Sheherezade Krzyzaniak; Tera D. Letzring,Arabixiv (OSF Preprints),other,Other,Other,Empirical,Unknown,No,,Unknown,Unknown,Unknown,,https://osf.io/r6283,https://openalex.org/W7111619777,markdown
Application of the markup pricing method as an alternative to the non-cost-based model for airport charges,2021,Reinaldo Moreira Del Fiaco; Paulo Afonso Lopes da Silva,,dataset,Other,Other,Method,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.6084/m9.figshare.14283174,https://doi.org/10.6084/m9.figshare.14283174,https://openalex.org/W4394206837,markup
Automatic Bilingual Markup Transfer,2021,Thomas Zenkel; Joern Wuebker; John DeNero,,article,Other,Other,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.18653/v1/2021.findings-emnlp.299,https://doi.org/10.18653/v1/2021.findings-emnlp.299,https://openalex.org/W3212461631,markup
Estimating markups,2021,Len Holm; John E. Schaufelberger,,Book chapter,Other,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1201/9781003023494-23,https://doi.org/10.1201/9781003023494-23,https://openalex.org/W4250939727,markup
Markdowns in E-Commerce Fresh Retail: A Counterfactual Prediction and Multi-Period Optimization Approach,2021,Junhao Hua; Ling Yan; Huan Xu; Cheng Yang,,article,Other,Other,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1145/3447548.3467083,https://doi.org/10.1145/3447548.3467083,https://openalex.org/W3168586667,markdown
